,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
790,33,1,654,2,5,3,5,4,1,34,2,3,2,4,0,7119,21214,4,0,15,3,3,1,9,2,3,3,2,1,2,0
791,35,1,1204,1,4,3,2,4,1,86,3,3,7,1,2,9582,10333,0,1,22,4,1,0,9,2,3,8,7,4,7,1
792,33,2,827,2,29,4,4,1,0,54,2,2,6,3,2,4508,3129,1,0,22,4,2,0,14,4,3,13,7,3,8,1
793,28,1,895,2,15,2,5,1,1,50,3,1,8,3,0,2207,22482,1,0,16,3,4,1,4,5,2,4,2,2,2,0
794,34,2,618,2,3,1,5,1,1,45,3,2,2,4,2,7756,22266,0,0,17,3,3,0,7,1,2,6,2,0,4,0
795,37,1,309,1,10,4,5,4,0,88,2,2,7,4,0,6694,24223,2,1,14,3,3,3,8,5,3,1,0,0,0,0
796,25,1,1219,2,4,1,2,4,1,32,3,1,8,4,1,3691,4605,1,1,15,3,2,1,7,3,4,7,7,5,6,1
797,26,1,1330,2,21,3,4,1,1,37,3,1,8,3,0,2377,19373,1,0,20,4,3,1,1,0,2,1,1,0,0,1
798,33,1,1017,2,25,3,4,1,1,55,2,1,6,2,2,2313,2993,4,1,20,4,2,0,5,0,3,2,2,2,2,1
799,42,1,469,2,2,2,4,4,1,35,3,4,1,1,1,17665,14399,0,0,17,3,4,1,23,3,3,22,6,13,7,0
800,28,2,1009,2,1,3,4,1,1,45,2,1,8,2,0,2596,7160,1,0,15,3,1,2,1,2,3,1,0,0,0,1
801,50,2,959,1,1,4,1,4,1,81,3,2,7,3,2,4728,17251,3,1,14,3,4,0,5,4,3,0,0,0,0,1
802,33,2,970,1,7,3,5,4,0,30,3,2,7,2,1,4302,13401,0,0,17,3,3,1,4,3,3,3,2,0,2,0
803,34,0,697,2,3,4,5,3,1,40,2,1,6,4,1,2979,22478,3,0,17,3,4,3,6,2,3,0,0,0,0,0
804,48,0,1262,2,1,4,4,1,1,35,4,4,1,4,2,16885,16154,2,0,22,4,3,0,27,3,2,5,4,2,1,0
805,45,0,1050,1,9,4,5,2,0,65,2,2,7,3,1,5593,17970,1,0,13,3,4,1,15,2,3,15,10,4,12,0
806,52,1,994,2,7,4,5,2,1,87,3,3,2,2,2,10445,15322,7,0,19,3,4,0,18,4,3,8,6,4,0,0
807,38,1,770,1,10,4,3,3,1,73,2,3,7,3,0,8740,5569,0,1,14,3,2,2,9,2,3,8,7,2,7,0
808,29,1,1107,2,28,4,5,3,0,93,3,1,6,4,0,2514,26968,4,0,22,4,1,1,11,1,3,7,5,1,7,0
809,28,1,950,2,3,3,4,4,0,93,3,3,3,2,0,7655,8039,0,0,17,3,2,3,10,3,2,9,7,1,7,0
810,46,1,406,1,3,1,3,1,1,52,3,4,1,3,1,17465,15596,3,0,12,3,4,1,23,3,3,12,9,4,9,0
811,38,1,130,1,2,2,3,4,1,32,3,3,7,2,2,7351,20619,7,0,16,3,3,0,10,2,3,1,0,0,0,0
812,43,2,1082,2,27,3,5,3,0,83,3,3,3,1,1,10820,11535,8,0,11,3,3,1,18,1,3,8,7,0,1,0
813,39,2,203,2,2,3,5,1,1,84,3,4,2,4,0,12169,13547,7,0,11,3,4,3,21,4,3,18,7,11,5,1
814,40,1,1308,2,14,3,4,3,1,44,2,5,0,3,2,19626,17544,1,0,14,3,1,0,21,2,4,20,7,4,9,0
815,21,1,984,2,1,1,2,4,0,70,2,1,6,2,2,2070,25326,1,1,11,3,3,0,2,6,4,2,2,2,2,0
816,39,0,439,2,9,3,5,3,1,70,3,2,8,2,2,6782,8770,9,0,15,3,3,0,9,2,2,5,4,0,3,0
817,36,0,217,2,18,4,5,1,1,78,3,2,3,4,2,7779,23238,2,0,20,4,1,0,18,0,3,11,9,0,9,0
818,31,2,793,1,20,3,5,3,1,67,4,1,5,4,1,2791,21981,0,0,12,3,1,1,3,4,3,2,2,2,2,0
819,28,1,1451,2,2,1,5,1,1,67,2,1,6,2,1,3201,19911,0,0,17,3,1,0,6,2,1,5,3,0,4,0
820,35,2,1182,1,11,2,3,4,1,54,3,2,7,4,0,4968,18500,1,0,11,3,4,1,5,3,3,5,2,0,2,0
821,49,1,174,1,8,4,2,4,1,56,2,4,7,2,1,13120,11879,6,0,17,3,2,1,22,3,3,9,8,2,3,0
822,34,2,1003,2,2,2,5,4,1,95,3,2,3,3,2,4033,15834,2,0,11,3,4,0,5,3,2,3,2,0,2,0
823,29,2,490,2,10,3,5,4,0,61,3,1,6,2,0,3291,17940,0,0,14,3,4,2,8,2,2,7,5,1,1,0
824,42,1,188,2,29,3,4,2,1,56,1,2,8,4,2,4272,9558,4,0,19,3,1,0,16,3,3,1,0,0,0,0
825,29,1,718,2,8,1,4,2,1,79,2,2,3,4,1,5056,17689,1,1,15,3,3,1,10,2,2,10,7,1,2,0
826,38,1,433,0,1,3,0,3,1,37,4,1,4,3,1,2844,6004,1,0,13,3,4,1,7,2,4,7,6,5,0,0
827,28,2,773,2,6,3,5,3,1,39,2,1,6,3,0,2703,22088,1,1,14,3,4,1,3,2,3,3,1,0,2,0
828,18,0,247,2,8,1,4,3,1,80,3,1,8,3,2,1904,13556,1,0,12,3,4,0,0,0,3,0,0,0,0,1
829,33,1,603,1,9,4,3,1,0,77,3,2,7,1,2,8224,18385,0,1,17,3,1,0,6,3,3,5,2,0,3,1
830,41,1,167,2,12,4,5,2,1,46,3,1,8,4,1,4766,9051,3,1,11,3,1,1,6,4,3,1,0,0,0,0
831,31,2,874,2,15,3,4,3,1,72,3,1,8,3,1,2610,6233,1,0,12,3,3,1,2,5,2,2,2,2,2,1
832,37,1,367,2,25,2,4,3,0,52,2,2,2,4,0,5731,17171,7,0,13,3,3,2,9,2,3,6,2,1,3,0
833,27,1,199,2,6,3,5,4,1,55,2,1,6,3,1,2539,7950,1,0,13,3,3,1,4,0,3,4,2,2,2,0
834,34,1,1400,1,9,1,5,2,0,70,3,2,7,3,1,5714,5829,1,0,20,4,1,0,6,3,2,6,5,1,3,0
835,35,1,528,0,8,4,2,3,1,100,3,1,4,3,2,4323,7108,1,0,17,3,2,0,6,2,1,5,4,1,4,0
836,29,1,408,1,23,1,5,4,0,45,2,3,7,1,1,7336,11162,1,0,13,3,1,1,11,3,1,11,8,3,10,1
837,40,2,593,2,9,4,4,2,0,88,3,3,0,3,2,13499,13782,9,0,17,3,3,0,20,3,2,18,7,2,13,0
838,42,2,481,1,12,3,5,3,1,44,3,4,7,1,2,13758,2447,0,1,12,3,2,0,22,2,2,21,9,13,14,1
839,42,1,647,1,4,4,3,2,1,45,3,2,7,1,2,5155,2253,7,0,13,3,4,0,9,3,4,6,4,1,5,0
840,35,1,982,2,1,4,4,4,1,58,2,1,8,3,1,2258,16340,6,0,12,3,2,1,10,2,3,8,0,1,7,0
841,24,1,477,2,24,3,4,4,1,49,3,1,8,2,2,3597,6409,8,0,22,4,4,0,6,2,3,4,3,1,2,0
842,28,1,1485,2,12,1,5,3,0,79,3,1,8,4,1,2515,22955,1,1,11,3,4,0,1,4,2,1,1,0,0,1
843,26,1,1384,2,3,4,4,1,1,82,4,1,8,4,1,4420,13421,1,0,22,4,2,1,8,2,3,8,7,0,7,0
844,30,1,852,1,10,3,3,3,1,72,2,2,7,3,1,6578,2706,1,0,18,3,1,1,10,3,3,10,3,1,4,0
845,40,2,902,2,26,2,4,3,0,92,2,2,6,4,1,4422,21203,3,1,13,3,4,1,16,3,1,1,1,0,0,0
846,35,1,819,2,2,3,5,3,1,44,2,3,3,2,0,10274,19588,2,0,18,3,2,1,15,2,4,7,7,6,4,0
847,34,2,669,2,1,3,4,4,1,97,2,2,2,1,2,5343,25755,0,0,20,4,3,0,14,3,3,13,9,4,9,0
848,35,2,636,2,4,4,1,4,1,47,2,1,8,4,1,2376,26537,1,0,13,3,2,1,2,2,4,2,2,2,2,0
849,43,1,1372,1,9,3,3,1,0,85,1,2,7,3,2,5346,9489,8,0,13,3,2,0,7,2,2,4,3,1,3,1
850,32,0,862,1,2,1,5,3,0,76,3,1,5,1,0,2827,14947,1,0,12,3,3,3,1,3,3,1,0,0,0,0
851,56,1,718,2,4,4,2,4,0,92,3,5,1,1,0,19943,18575,4,0,13,3,4,1,28,2,3,5,2,4,2,0
852,29,1,1401,2,6,1,4,2,0,54,3,1,8,4,1,3131,26342,1,0,13,3,1,1,10,5,3,10,8,0,8,0
853,19,1,645,2,9,2,5,3,1,54,3,1,6,1,2,2552,7172,1,0,25,4,3,0,1,4,3,1,1,0,0,0
854,45,1,1457,2,7,3,4,1,0,83,3,1,6,3,1,4477,20100,4,1,19,3,3,1,7,2,2,3,2,0,2,0
855,37,1,977,2,1,3,5,4,0,56,2,2,3,4,1,6474,9961,1,0,13,3,2,1,14,2,2,14,8,3,11,0
856,20,1,805,2,3,3,5,1,1,87,2,1,8,3,2,3033,12828,1,0,12,3,1,0,2,2,2,2,2,1,2,0
857,44,1,1097,2,10,4,5,3,1,96,3,1,6,3,2,2936,10826,1,1,11,3,3,0,6,4,3,6,4,0,2,1
858,53,1,1223,2,7,2,4,4,0,50,3,5,1,3,0,18606,18640,3,0,18,3,2,1,26,6,3,7,7,4,7,0
859,29,1,942,2,15,1,5,2,0,69,1,1,6,4,1,2168,26933,0,1,18,3,1,1,6,2,2,5,4,1,3,0
860,22,2,1256,2,3,4,5,3,1,48,2,1,6,4,1,2853,4223,0,1,11,3,2,1,1,5,3,0,0,0,0,1
861,46,1,1402,1,2,3,3,3,0,69,3,4,1,1,1,17048,24097,8,0,23,4,1,0,28,2,3,26,15,15,9,0
862,44,0,111,2,17,3,5,4,1,74,1,1,6,3,2,2290,4279,2,0,13,3,4,0,6,3,3,0,0,0,0,0
863,33,1,147,0,2,3,0,2,1,99,3,1,4,3,1,3600,8429,1,0,13,3,4,1,5,2,3,5,4,1,4,0
864,41,0,906,2,5,2,5,1,1,95,2,1,6,1,0,2107,20293,6,0,17,3,1,1,5,2,1,1,0,0,0,1
865,30,1,1329,1,29,4,5,3,1,61,3,2,7,1,0,4115,13192,8,0,19,3,3,3,8,3,3,4,3,0,3,0
866,40,2,1184,1,2,4,4,2,1,62,3,2,7,2,1,4327,25440,5,0,12,3,4,3,5,2,3,0,0,0,0,0
867,50,2,1421,2,2,3,4,4,0,30,3,4,1,1,1,17856,9490,2,0,22,4,3,1,32,3,3,2,2,2,2,0
868,28,1,1179,2,19,4,4,4,1,78,2,1,8,1,1,3196,12449,1,0,12,3,3,3,6,2,3,6,5,3,3,0
869,46,1,1450,2,15,2,5,4,1,52,3,5,0,2,1,19081,10849,5,0,11,3,1,1,25,2,3,4,2,0,3,0
870,35,1,1361,1,17,4,5,3,1,94,3,2,7,1,1,8966,21026,3,1,15,3,4,3,15,2,3,7,7,1,7,0
871,24,1,984,2,17,2,5,4,0,97,3,1,8,2,1,2210,3372,1,0,13,3,1,1,1,3,1,1,0,0,0,1
872,33,2,1146,1,25,3,4,2,0,82,3,2,7,3,1,4539,4905,1,0,12,3,1,1,10,3,2,10,7,0,1,0
873,36,1,917,2,6,4,5,3,1,60,1,1,8,3,0,2741,6865,1,0,14,3,3,1,7,4,3,7,7,1,7,0
874,30,1,853,2,7,4,5,3,1,49,3,2,8,3,0,3491,11309,1,0,13,3,1,3,10,4,2,10,7,8,9,0
875,44,1,200,2,29,4,1,4,1,32,3,2,6,4,2,4541,7744,1,0,25,4,2,0,20,3,3,20,11,13,17,0
876,20,1,654,1,21,3,3,3,1,43,4,1,5,4,2,2678,5050,1,0,17,3,4,0,2,2,3,2,1,2,2,0
877,46,1,150,2,2,4,2,4,1,60,3,2,3,4,0,7379,17433,2,0,11,3,3,1,12,3,2,6,3,1,4,0
878,42,0,179,0,2,5,4,4,1,79,4,2,4,1,1,6272,12858,7,0,16,3,1,1,10,3,4,4,3,0,3,0
879,60,1,696,1,7,4,3,2,1,52,4,2,7,4,0,5220,10893,0,1,18,3,2,1,12,3,3,11,7,1,9,0
880,32,2,116,2,13,3,1,3,0,77,2,1,8,2,1,2743,7331,1,0,20,4,3,1,2,2,3,2,2,2,2,0
881,32,2,1316,2,2,2,5,4,0,38,3,2,6,3,2,4998,2338,4,1,14,3,4,0,10,2,3,8,7,0,7,0
882,36,1,363,2,1,3,2,3,0,77,1,3,3,1,0,10252,4235,2,1,21,4,3,1,17,2,3,7,7,7,7,0
883,33,1,117,2,9,3,4,1,1,60,3,1,6,4,1,2781,6311,0,0,13,3,2,1,15,5,3,14,10,4,10,0
884,40,1,107,1,10,3,2,2,0,84,2,2,7,2,0,6852,11591,7,0,12,3,2,1,7,2,4,5,1,1,3,0
885,25,1,1356,1,10,4,5,3,1,57,3,2,7,4,2,4950,20623,0,0,14,3,2,0,5,4,3,4,3,1,1,0
886,30,1,1465,2,1,3,4,4,1,63,3,1,6,2,1,3579,9369,0,1,21,4,1,1,12,2,3,11,9,5,7,0
887,42,2,458,2,26,5,4,1,0,60,3,3,0,1,1,13191,23281,3,1,17,3,3,0,20,6,3,1,0,0,0,0
888,35,0,1212,1,8,2,3,3,0,78,2,3,7,4,1,10377,13755,4,1,11,3,2,1,16,6,2,13,2,4,12,0
889,27,1,1103,2,14,3,5,1,1,42,3,1,6,1,1,2235,14377,1,1,14,3,4,2,9,3,2,9,7,6,8,0
890,54,2,966,2,1,4,5,4,0,53,3,3,3,3,0,10502,9659,7,0,17,3,1,1,33,2,1,5,4,1,4,0
891,44,1,1117,2,2,1,5,1,0,72,4,1,6,4,1,2011,19982,1,0,13,3,4,1,10,5,3,10,5,7,7,0
892,19,0,504,2,10,3,4,1,0,96,2,1,6,2,2,1859,6148,1,1,25,4,2,0,1,2,4,1,1,0,0,1
893,29,1,1010,2,1,3,5,1,0,97,3,1,6,4,0,3760,5598,1,0,15,3,1,3,3,5,3,3,2,1,2,0
894,54,1,685,2,3,3,5,4,1,85,3,4,0,4,1,17779,23474,3,0,14,3,1,0,36,2,3,10,9,0,9,0
895,31,1,1332,2,11,2,4,3,1,80,3,2,2,1,1,6833,17089,1,1,12,3,4,0,6,2,2,6,5,0,1,0
896,31,1,1062,2,24,3,4,3,0,96,2,2,2,1,2,6812,17198,1,0,19,3,2,0,10,2,3,10,9,1,8,0
897,59,1,326,1,3,3,5,3,0,48,2,2,7,4,2,5171,16490,5,0,17,3,4,0,13,2,3,6,1,0,5,0
898,43,1,920,2,3,3,5,3,1,96,1,5,0,4,1,19740,18625,3,0,14,3,2,1,25,2,3,8,7,0,7,0
899,49,1,1098,2,4,2,4,1,1,85,2,5,1,3,1,18711,12124,2,0,13,3,3,1,23,2,4,1,0,0,0,0
900,36,2,469,2,3,3,2,3,1,46,3,1,6,2,1,3692,9256,1,0,12,3,3,0,12,2,2,11,10,0,7,0
901,48,1,969,2,2,2,2,4,1,76,4,1,8,2,2,2559,16620,5,0,11,3,3,0,7,4,2,1,0,0,0,0
902,27,1,1167,2,4,2,5,1,1,76,3,1,6,3,0,2517,3208,1,0,11,3,2,3,5,2,3,5,3,0,3,0
903,29,1,1329,2,7,3,5,3,1,82,3,2,2,4,0,6623,4204,1,1,11,3,2,2,6,2,3,6,0,1,0,0
904,48,1,715,2,1,3,5,4,1,76,2,5,0,4,2,18265,8733,6,0,12,3,3,0,25,3,4,1,0,0,0,0
905,29,1,694,2,1,3,5,4,0,87,2,4,0,4,0,16124,3423,3,0,14,3,2,2,9,2,2,7,7,1,7,0
906,34,1,1320,2,20,3,2,3,0,89,4,1,6,3,1,2585,21643,0,0,17,3,4,0,2,5,2,1,0,0,0,0
907,44,1,1099,1,5,3,3,2,1,88,3,5,1,2,1,18213,8751,7,0,11,3,3,1,26,5,3,22,9,3,10,0
908,33,1,536,1,10,5,3,4,1,82,4,3,7,3,0,8380,21708,0,1,14,3,4,2,10,3,3,9,8,0,8,0
909,19,1,265,2,25,3,5,2,0,57,4,1,6,4,2,2994,21221,1,1,12,3,4,0,1,2,3,1,0,0,1,0
910,23,1,373,2,1,2,5,4,1,47,3,1,6,3,1,1223,16901,1,0,22,4,4,1,1,2,3,1,0,0,1,0
911,25,2,599,1,24,1,5,3,1,73,1,1,5,4,2,1118,8040,1,1,14,3,4,0,1,4,3,1,0,1,0,1
912,26,1,583,2,4,2,5,3,1,53,3,1,6,4,2,2875,9973,1,1,20,4,2,0,8,2,2,8,5,2,2,0
913,45,1,1449,1,2,3,3,1,0,94,1,5,1,2,2,18824,2493,2,1,16,3,1,0,26,2,3,24,10,1,11,1
914,55,0,177,2,8,1,4,4,1,37,2,4,2,2,0,13577,25592,1,1,15,3,4,1,34,3,3,33,9,15,0,0
915,21,2,251,2,10,2,5,1,0,45,2,1,8,3,2,2625,25308,1,0,20,4,3,0,2,2,1,2,2,2,2,1
916,46,1,168,1,4,2,3,4,0,33,2,5,1,2,1,18789,9946,2,0,14,3,3,1,26,2,3,11,4,0,8,0
917,34,1,131,1,2,3,3,3,0,86,3,2,7,1,2,4538,6039,0,1,12,3,4,0,4,3,3,3,2,0,2,0
918,51,2,237,1,9,3,5,4,1,83,3,5,1,2,0,19847,19196,4,1,24,4,1,1,31,5,2,29,10,11,10,0
919,59,1,1429,2,18,4,4,4,1,67,3,3,3,4,2,10512,20002,6,0,12,3,4,0,25,6,2,9,7,5,4,0
920,34,2,135,2,19,3,4,3,0,46,3,2,8,2,0,4444,22534,4,0,13,3,3,2,15,2,4,11,8,5,10,0
921,28,2,791,2,1,4,4,4,1,44,3,1,8,3,2,2154,6842,0,1,11,3,3,0,5,2,2,4,2,0,2,0
922,44,1,1199,2,4,2,5,3,1,92,4,5,1,1,0,19190,17477,1,0,14,3,4,2,26,4,2,25,9,14,13,0
923,34,2,648,0,11,3,5,3,1,56,2,2,4,2,1,4490,21833,4,0,11,3,4,2,14,5,4,10,9,1,8,0
924,35,1,735,2,6,1,5,3,1,66,3,1,6,3,1,3506,6020,0,1,14,3,4,0,4,3,3,3,2,2,2,0
925,42,1,603,2,7,4,4,2,0,78,4,2,6,2,1,2372,5628,6,1,16,3,4,0,18,2,3,1,0,0,0,0
926,43,1,531,1,4,4,3,4,0,56,2,3,7,4,2,10231,20364,3,0,14,3,4,0,23,3,4,21,7,15,17,0
927,36,1,429,2,2,4,5,3,0,53,3,2,3,2,2,5410,2323,9,1,11,3,4,0,18,2,3,16,14,5,12,0
928,44,1,621,2,15,3,4,1,0,73,3,3,2,4,1,7978,14075,1,0,11,3,4,1,10,2,3,10,7,0,5,1
929,28,2,193,2,2,3,5,4,1,52,2,1,8,4,1,3867,14222,1,1,12,3,2,1,2,2,3,2,2,2,2,0
930,51,2,968,2,6,2,4,2,0,40,2,1,8,3,2,2838,4257,0,0,14,3,2,0,8,6,2,7,0,7,7,0
931,30,0,879,2,9,2,4,3,0,72,3,2,3,3,2,4695,12858,7,1,18,3,3,0,10,3,3,8,4,1,7,0
932,29,1,806,2,7,3,2,2,0,39,3,1,8,3,0,3339,17285,3,1,13,3,1,2,10,2,3,7,7,7,7,1
933,28,1,640,2,1,3,2,4,1,84,3,1,6,1,2,2080,4732,2,0,11,3,2,0,5,2,2,3,2,1,2,0
934,25,1,266,2,1,3,4,4,0,40,3,1,6,2,2,2096,18830,1,0,18,3,4,0,2,3,2,2,2,2,1,0
935,32,1,604,1,8,3,4,3,1,56,4,2,7,4,1,6209,11693,1,0,15,3,3,2,10,4,4,10,7,0,8,0
936,45,2,364,2,25,3,4,2,0,83,3,5,1,2,2,18061,13035,3,0,22,4,3,0,22,4,3,0,0,0,0,0
937,39,1,412,2,13,4,4,3,0,94,2,4,1,2,0,17123,17334,6,1,13,3,4,2,21,4,3,19,9,15,2,0
938,58,1,848,2,23,4,5,1,1,88,3,1,6,3,0,2372,26076,1,0,12,3,4,2,2,3,3,2,2,2,2,0
939,32,1,1089,2,7,2,5,4,1,79,3,2,8,3,1,4883,22845,1,0,18,3,1,1,10,3,3,10,4,1,1,1
940,39,1,360,2,23,3,4,3,1,93,3,1,6,1,2,3904,22154,0,0,13,3,1,0,6,2,3,5,2,0,3,1
941,30,1,1138,2,6,3,2,1,0,48,2,2,8,4,1,4627,23631,0,0,12,3,1,1,10,6,3,9,2,6,7,0
942,36,1,325,2,10,4,2,4,0,63,3,3,2,3,1,7094,5747,3,0,12,3,1,0,10,0,3,7,7,1,7,0
943,46,1,991,0,1,2,5,4,0,44,3,1,4,1,2,3423,22957,6,0,12,3,3,0,10,3,4,7,6,5,7,0
944,28,0,1476,2,1,3,5,3,0,55,1,2,8,4,1,6674,16392,0,0,11,3,1,3,10,6,3,9,8,7,5,0
945,50,1,1322,2,28,3,5,4,0,43,3,4,0,1,1,16880,22422,4,1,11,3,2,0,25,2,3,3,2,1,2,0
946,40,1,299,1,25,4,3,4,1,57,2,3,7,2,2,9094,17235,2,1,12,3,3,0,9,2,3,5,4,1,0,1
947,52,1,1030,1,5,3,5,2,1,64,3,3,7,2,2,8446,21534,9,1,19,3,3,0,10,2,2,8,7,7,7,1
948,30,1,634,2,17,4,4,2,0,95,3,3,1,1,1,11916,25927,1,1,23,4,4,2,9,2,3,9,1,0,8,0
949,39,1,524,2,18,2,5,1,1,32,3,2,3,3,2,4534,13352,0,0,11,3,1,0,9,6,3,8,7,1,7,0
950,31,0,587,1,2,4,5,4,0,57,3,3,7,3,0,9852,8935,1,1,19,3,1,1,10,5,2,10,8,9,6,0
951,41,0,256,1,10,2,4,3,1,40,1,2,7,2,2,6151,22074,1,0,13,3,1,0,19,4,3,19,2,11,9,0
952,31,2,1060,1,1,3,5,4,0,54,3,1,5,2,2,2302,8319,1,1,11,3,1,0,3,2,4,3,2,2,2,1
953,44,1,935,2,3,3,5,1,1,89,3,1,8,1,1,2362,14669,4,0,12,3,3,0,10,4,4,3,2,1,2,1
954,42,0,495,2,2,1,5,3,1,37,3,4,1,3,1,17861,26582,0,1,13,3,4,0,21,3,2,20,8,2,10,0
955,55,1,282,2,2,2,4,4,0,58,1,5,1,3,1,19187,6992,4,0,14,3,4,1,23,5,3,19,9,9,11,0
956,56,1,206,0,8,4,5,4,1,99,3,5,1,2,2,19717,4022,6,0,14,3,1,0,36,4,3,7,3,7,7,0
957,40,0,458,2,16,2,5,3,1,74,3,1,6,3,0,3544,8532,9,0,16,3,2,1,6,0,3,4,2,0,0,0
958,34,1,943,2,9,3,5,4,1,86,3,3,2,4,0,8500,5494,0,0,11,3,4,1,10,0,2,9,7,1,6,0
959,40,1,523,2,2,3,5,3,1,98,3,2,6,4,2,4661,22455,1,0,13,3,3,0,9,4,3,9,8,8,8,0
960,41,2,1018,1,1,3,3,3,0,66,3,2,7,1,0,4103,4297,0,0,17,3,4,1,10,2,3,9,3,1,7,0
961,35,2,482,2,4,4,5,3,1,87,3,2,6,3,2,4249,2690,1,1,11,3,2,0,9,3,3,9,6,1,1,0
962,51,1,770,0,5,3,5,3,1,84,3,4,1,2,0,14026,17588,1,1,11,3,2,1,33,2,3,33,9,0,10,0
963,38,1,1009,1,2,2,5,2,0,31,3,2,7,1,0,6893,19461,3,0,15,3,4,1,11,3,3,7,7,1,7,0
964,34,1,507,1,15,2,4,3,0,66,3,2,7,1,2,6125,23553,1,0,12,3,4,0,10,6,4,10,8,9,6,0
965,25,1,882,2,19,1,4,4,1,67,3,1,8,4,1,3669,9075,3,0,11,3,3,3,7,6,2,3,2,1,2,0
966,58,1,601,2,7,4,4,3,0,53,2,3,3,1,1,10008,12023,7,1,14,3,4,0,31,0,2,10,9,5,9,1
967,40,1,329,2,1,4,5,2,1,88,3,1,8,2,1,2387,6762,3,0,22,4,3,1,7,3,3,4,2,0,3,0
968,36,2,607,1,7,3,3,1,0,83,4,2,7,1,1,4639,2261,2,0,16,3,4,1,17,2,2,15,7,6,13,0
969,48,1,855,2,4,3,5,4,1,54,3,3,3,4,2,7898,18706,1,0,11,3,3,0,11,2,3,10,9,0,8,0
970,27,1,1291,1,11,3,4,3,0,98,4,1,5,4,1,2534,6527,8,0,14,3,2,1,5,4,3,1,0,0,0,0
971,51,1,1405,2,11,2,2,4,0,82,2,4,3,2,2,13142,24439,3,0,16,3,2,0,29,1,2,5,2,0,3,0
972,18,0,1124,2,1,3,5,4,0,97,3,1,8,4,2,1611,19305,1,0,15,3,3,0,0,5,4,0,0,0,0,0
973,35,1,817,2,1,3,4,4,0,60,2,2,8,4,1,5363,10846,0,0,12,3,2,1,10,0,3,9,7,0,0,0
974,27,2,793,1,2,1,5,4,1,43,1,2,7,4,2,5071,20392,3,0,20,4,2,0,8,3,3,6,2,0,0,0
975,55,1,267,1,13,4,3,1,1,85,4,4,7,3,2,13695,9277,6,1,17,3,3,0,24,2,2,19,7,3,8,1
976,56,1,1369,2,23,3,5,4,1,68,3,4,3,2,1,13402,18235,4,1,12,3,1,1,33,0,3,19,16,15,9,0
977,34,0,999,2,26,1,2,1,0,92,2,1,6,3,0,2029,15891,1,0,20,4,3,3,5,2,3,5,4,0,0,0
978,40,1,1202,2,2,1,4,2,0,89,4,2,2,3,0,6377,13888,5,0,20,4,2,3,15,0,3,12,11,11,8,0
979,34,1,285,2,29,3,4,2,1,86,3,2,8,3,1,5429,17491,4,0,13,3,1,2,10,1,3,8,7,7,7,0
980,31,2,703,1,2,3,5,3,0,90,2,1,5,4,2,2785,11882,7,0,14,3,3,0,3,3,4,1,0,0,0,1
981,35,2,662,1,18,4,3,4,0,67,3,2,7,3,1,4614,23288,0,1,18,3,3,1,5,0,2,4,2,3,2,1
982,38,2,693,2,7,3,5,4,1,57,4,1,6,3,0,2610,15748,1,0,11,3,4,3,4,2,3,4,2,0,3,0
983,34,1,404,2,2,4,2,3,0,98,3,2,2,4,2,6687,6163,1,0,11,3,4,0,14,2,4,14,11,4,11,0
984,28,1,736,1,26,3,5,3,1,48,2,2,7,1,1,4724,24232,1,0,11,3,3,1,5,0,3,5,3,0,4,0
985,31,1,330,2,22,4,4,4,1,98,3,2,3,3,1,6179,21057,1,1,15,3,4,2,10,3,2,10,2,6,7,1
986,39,1,1498,1,21,4,5,1,1,44,2,2,7,4,1,6120,3567,3,1,12,3,4,2,8,2,4,5,4,1,4,0
987,51,2,541,1,2,3,3,2,1,52,3,3,7,2,1,10596,15395,2,0,11,3,2,0,14,5,3,4,2,3,2,0
988,41,2,1200,2,22,3,5,4,0,75,3,2,6,4,0,5467,13953,3,1,14,3,1,2,12,4,2,6,2,3,3,0
989,37,1,1439,2,4,1,5,3,1,54,3,1,6,3,1,2996,5182,7,1,15,3,4,0,8,2,3,6,4,1,3,0
990,33,2,1111,1,5,1,5,2,1,61,3,2,7,4,1,9998,19293,6,0,13,3,1,0,8,2,4,5,4,1,2,0
991,32,1,499,1,2,1,3,3,1,36,3,2,7,2,1,4078,20497,0,1,13,3,1,3,4,3,2,3,2,1,2,0
992,39,0,1485,2,25,2,5,3,1,71,3,3,2,3,1,10920,3449,3,0,21,4,2,1,13,2,3,6,4,0,5,0
993,25,1,1372,1,18,1,5,1,1,93,4,2,7,3,1,6232,12477,2,0,11,3,2,0,6,3,2,3,2,1,2,0
994,52,2,322,2,28,2,4,4,0,59,4,4,3,3,1,13247,9731,2,1,11,3,2,1,24,3,2,5,3,0,2,0
995,43,1,930,2,6,3,4,1,0,73,2,2,6,3,2,4081,20003,1,1,14,3,1,0,20,3,1,20,7,1,8,0
996,27,1,205,1,10,3,3,4,0,98,2,2,7,4,1,5769,7100,1,1,11,3,4,0,6,3,3,6,2,4,4,0
